pcds,ASScore,BHSScore,CriScore,CYPScore,DepChi,EduScore,EmpScore,EnvScore,GBScore,HDDScore,IDCScore,IDOScore,IMDScore,IncScore,IndScore,OutScore,Pop16_59,Pop60_,TotPop,WBScore,WorkPop
BD10 8EH,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8EJ,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8EL,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8EN,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8EP,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8EQ,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8ER,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8ES,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8ET,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8EU,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8EW,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8EX,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8EY,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8EZ,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8GZ,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8HA,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8HB,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HD,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HE,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HG,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HH,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HJ,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HL,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HN,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HP,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HQ,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HR,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HS,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HT,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HU,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HW,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HX,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HY,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8HZ,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8JA,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8JB,0.457,15.102,2.173,1.658,519,63.944,0.212,25.875,-0.238,0.837,0.469,0.303,54.553,0.343,0.323,0.508,1018,333,1870,0.194,1018.25
BD10 8JD,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8JE,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8JF,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8JG,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8JH,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8JJ,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8JL,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8JN,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8JP,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8JQ,0.507,18.124,1.786,1.949,448,76.767,0.224,24.395,0.039,0.936,0.454,0.297,57.583,0.347,0.291,0.4,878,188,1514,0.154,849.25
BD10 8JR,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8JS,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8JT,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8JU,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8JW,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8JX,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8JY,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8JZ,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LA,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LB,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LD,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LE,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LF,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LG,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8LH,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LJ,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LL,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LN,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LP,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8LQ,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LR,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8LS,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8LT,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8LU,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LW,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LX,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LY,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8LZ,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8NA,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8NB,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8ND,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8NE,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8NF,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8NG,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8NH,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8NJ,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8NL,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8NN,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8NP,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8NQ,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8NR,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8NS,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8NT,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8NU,0.245,12.86,1.738,-0.375,256,8.898,0.062,42.756,0.131,0.057,0.064,0.12,20.487,0.066,1.191,-0.031,933,424,1613,-1.973,951.75
BD10 8NW,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8NX,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8NY,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8PA,0.245,12.86,1.738,-0.375,256,8.898,0.062,42.756,0.131,0.057,0.064,0.12,20.487,0.066,1.191,-0.031,933,424,1613,-1.973,951.75
BD10 8PB,0.245,12.86,1.738,-0.375,256,8.898,0.062,42.756,0.131,0.057,0.064,0.12,20.487,0.066,1.191,-0.031,933,424,1613,-1.973,951.75
BD10 8PD,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8PE,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8PF,0.245,12.86,1.738,-0.375,256,8.898,0.062,42.756,0.131,0.057,0.064,0.12,20.487,0.066,1.191,-0.031,933,424,1613,-1.973,951.75
BD10 8PG,0.245,12.86,1.738,-0.375,256,8.898,0.062,42.756,0.131,0.057,0.064,0.12,20.487,0.066,1.191,-0.031,933,424,1613,-1.973,951.75
BD10 8PH,0.245,12.86,1.738,-0.375,256,8.898,0.062,42.756,0.131,0.057,0.064,0.12,20.487,0.066,1.191,-0.031,933,424,1613,-1.973,951.75
BD10 8PJ,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8PL,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8PN,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8PP,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8PQ,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8PR,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8PS,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8PT,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8PU,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8PW,0.283,9.146,0.786,-0.455,249,10.761,0.061,33.031,-0.221,0.394,0.051,0.091,15.633,0.057,0.788,0.187,878,385,1512,-1.727,889
BD10 8PX,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8PY,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8PZ,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8QA,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8QB,0.303,7.509,1.656,0.4,376,21.611,0.065,39.335,-0.985,0.199,0.125,0.152,22.905,0.093,1.02,0.194,1270,347,1993,-0.652,1266
BD10 8QD,0.323,18.623,0.95,-0.427,278,14.113,0.051,20.254,0.518,0.152,0.039,0.08,14.398,0.051,0.232,0.05,900,513,1691,-2.107,905.75
BD10 8QE,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8QF,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8QG,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8QH,0.385,5.631,0.662,-0.03,283,23.738,0.09,29.415,-0.549,0.147,0.134,0.103,19.588,0.1,0.612,0.258,857,609,1749,-2.149,882.75
BD10 8QJ,0.385,5.631,0.662,-0.03,283,23.738,0.09,29.415,-0.549,0.147,0.134,0.103,19.588,0.1,0.612,0.258,857,609,1749,-2.149,882.75
BD10 8QL,0.385,5.631,0.662,-0.03,283,23.738,0.09,29.415,-0.549,0.147,0.134,0.103,19.588,0.1,0.612,0.258,857,609,1749,-2.149,882.75
BD10 8QN,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8QP,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8QQ,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8QR,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8QS,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8QT,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8QU,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8QW,0.385,5.631,0.662,-0.03,283,23.738,0.09,29.415,-0.549,0.147,0.134,0.103,19.588,0.1,0.612,0.258,857,609,1749,-2.149,882.75
BD10 8QX,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8QY,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8QZ,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8RA,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8RB,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8RD,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8RE,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8RF,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8RG,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8RH,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8RJ,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8RL,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8RN,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8RP,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8RQ,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8RR,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8RS,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8RT,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8RU,0.265,12.109,0.788,-0.464,426,9.465,0.078,19.21,-0.39,0.364,0.044,0.22,16.928,0.095,0.129,0.133,1160,478,2064,-0.25,1156.25
BD10 8RW,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8RX,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8RY,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
BD10 8RZ,0.241,13.528,0.515,-0.841,303,5.959,0.036,12.86,0.268,-0.231,0.014,0.077,7.478,0.03,-0.352,0.115,1121,316,1740,-2.807,1118.75
BD10 8SA,0.385,5.631,0.662,-0.03,283,23.738,0.09,29.415,-0.549,0.147,0.134,0.103,19.588,0.1,0.612,0.258,857,609,1749,-2.149,882.75
BD10 8SB,0.385,5.631,0.662,-0.03,283,23.738,0.09,29.415,-0.549,0.147,0.134,0.103,19.588,0.1,0.612,0.258,857,609,1749,-2.149,882.75
BD10 8SD,0.385,5.631,0.662,-0.03,283,23.738,0.09,29.415,-0.549,0.147,0.134,0.103,19.588,0.1,0.612,0.258,857,609,1749,-2.149,882.75
BD10 8SE,0.273,14.305,0.077,-0.698,211,8.549,0.037,8.764,0.381,-0.323,0.033,0.034,6.058,0.024,-1.039,0.151,786,318,1315,-4.041,797.5
