Postcode,Description,Grid Reference,X (easting),Y (northing),Latitude,Longitude
BD16 2HX,BD16 2HX,SE 10749 39145,410749,439145,53.848434,-1.8380982
BD16 2HZ,BD16 2HZ,SE 10690 39275,410690,439275,53.849603,-1.8389905
BD16 2JA,BD16 2JA,SE 10719 39229,410719,439229,53.849189,-1.8385513
BD16 2JB,postcode not found,,,,,
BD16 2JD,postcode not found,,,,,
BD16 2JF,BD16 2JF,SE 10723 39226,410723,439226,53.849162,-1.8384906
BD16 2JG,BD16 2JG,SE 10702 39294,410702,439294,53.849774,-1.8388075
BD16 2JH,BD16 2JH,SE 10610 39330,410610,439330,53.850099,-1.8402047
BD16 2JJ,BD16 2JJ,SE 10640 39281,410640,439281,53.849658,-1.8397503
BD16 2JN,BD16 2JN,SE 10611 39294,410611,439294,53.849776,-1.8401907
BD16 2JP,BD16 2JP,SE 10619 39256,410619,439256,53.849434,-1.8400704
BD16 2JQ,postcode not found,,,,,
BD16 2JR,postcode not found,,,,,
BD16 2JS,BD16 2JS,SE 10673 39134,410673,439134,53.848336,-1.8392538
BD16 2JW,BD16 2JW,SE 10552 39334,410552,439334,53.850137,-1.8410862
BD16 2LA,postcode not found,,,,,
BD16 2LF,BD16 2LF,SE 10651 38995,410651,438995,53.847088,-1.8395929
BD16 2LG,postcode not found,,,,,
BD16 2LJ,postcode not found,,,,,
BD16 2LL,postcode not found,,,,,
BD16 2LP,BD16 2LP,SE 10840 38888,410840,438888,53.846122,-1.836724
BD16 2LQ,BD16 2LQ,SE 10591 38934,410591,438934,53.846541,-1.840507
BD16 2LR,postcode not found,,,,,
BD16 2LT,BD16 2LT,SE 10688 39153,410688,439153,53.848507,-1.8390251
BD16 2LU,BD16 2LU,SE 10625 39244,410625,439244,53.849326,-1.8399796
BD16 2LW,postcode not found,,,,,
BD16 2LX,BD16 2LX,SE 10665 39240,410665,439240,53.849289,-1.8393717
BD16 2LY,postcode not found,,,,,
BD16 2LZ,BD16 2LZ,SE 10685 39077,410685,439077,53.847824,-1.8390733
BD16 2NA,BD16 2NA,SE 10802 39159,410802,439159,53.848559,-1.8372921
BD16 2NB,BD16 2NB,SE 10758 39131,410758,439131,53.848308,-1.8379619
BD16 2ND,postcode not found,,,,,
BD16 2NE,postcode not found,,,,,
BD16 2NF,postcode not found,,,,,
BD16 2NG,BD16 2NG,SE 10811 39049,410811,439049,53.84757,-1.8371591
BD16 2NH,BD16 2NH,SE 10998 38827,410998,438827,53.845571,-1.8343247
BD16 2NJ,BD16 2NJ,SE 11232 39171,411232,439171,53.848657,-1.8307557
BD16 2NL,BD16 2NL,SE 11077 38950,411077,438950,53.846674,-1.8331196
BD16 2NN,BD16 2NN,SE 11312 39072,411312,439072,53.847766,-1.8295433
BD16 2NP,BD16 2NP,SE 11202 39147,411202,439147,53.848442,-1.8312125
BD16 2NQ,postcode not found,,,,,
BD16 2NR,postcode not found,,,,,
BD16 2NS,BD16 2NS,SE 11158 39207,411158,439207,53.848983,-1.8318792
BD16 2NT,BD16 2NT,SE 11101 39225,411101,439225,53.849146,-1.8327449
BD16 2NU,BD16 2NU,SE 11116 39195,411116,439195,53.848876,-1.832518
BD16 2NW,BD16 2NW,SE 11030 39083,411030,439083,53.847871,-1.8338292
BD16 2NX,BD16 2NX,SE 11128 39251,411128,439251,53.849379,-1.8323336
BD16 2PA,BD16 2PA,SE 11164 39279,411164,439279,53.84963,-1.8317854
BD16 2PB,BD16 2PB,SE 11322 39136,411322,439136,53.848341,-1.8293889
BD16 2PD,BD16 2PD,SE 11364 39170,411364,439170,53.848646,-1.8287493
BD16 2PE,postcode not found,,,,,
BD16 2PF,BD16 2PF,SE 11414 39112,411414,439112,53.848123,-1.8279914
BD16 2PH,postcode not found,,,,,
BD16 2PJ,BD16 2PJ,SE 11326 39047,411326,439047,53.847541,-1.8293314
BD16 2PL,postcode not found,,,,,
BD16 2PN,postcode not found,,,,,
BD16 2PP,BD16 2PP,SE 11272 38831,411272,438831,53.845601,-1.83016
BD16 2PQ,postcode not found,,,,,
BD16 2PR,BD16 2PR,SE 11213 38845,411213,438845,53.845728,-1.8310563
BD16 2PS,BD16 2PS,SE 11166 38871,411166,438871,53.845962,-1.8317697
BD16 2PU,BD16 2PU,SE 11230 38909,411230,438909,53.846303,-1.8307956
BD16 2QA,BD16 2QA,SE 11181 38939,411181,438939,53.846573,-1.8315392
BD16 2QB,BD16 2QB,SE 10443 39414,410443,439414,53.850858,-1.8427403
BD16 2QD,BD16 2QD,SE 10468 39391,410468,439391,53.85065,-1.8423611
BD16 2QE,BD16 2QE,SE 10482 39366,410482,439366,53.850426,-1.8421491
BD16 2QN,BD16 2QN,SE 11085 38872,411085,438872,53.845973,-1.8330008
BD16 2QP,BD16 2QP,SE 11052 38902,411052,438902,53.846243,-1.8335013
BD16 2QR,BD16 2QR,SE 11098 38855,411098,438855,53.84582,-1.8328038
BD16 2QS,BD16 2QS,SE 11116 38856,411116,438856,53.845829,-1.8325302
BD16 2QT,BD16 2QT,SE 11109 38822,411109,438822,53.845523,-1.8326378
BD16 2QW,BD16 2QW,SE 11104 38896,411104,438896,53.846188,-1.8327111
BD16 2QX,BD16 2QX,SE 10486 39343,410486,439343,53.850219,-1.8420891
BD16 2QY,BD16 2QY,SE 10467 39341,410467,439341,53.850201,-1.842378
BD16 2QZ,BD16 2QZ,SE 10464 39339,410464,439339,53.850183,-1.8424236
BD16 2RA,BD16 2RA,SE 10513 39307,410513,439307,53.849895,-1.8416799
BD16 2RB,BD16 2RB,SE 10665 39240,410665,439240,53.849289,-1.8393717
BD16 2RD,BD16 2RD,SE 10609 39535,410609,439535,53.851942,-1.8402129
BD16 2RE,BD16 2RE,SE 10398 39879,410398,439879,53.855038,-1.8434088
BD16 2RG,postcode not found,,,,,
BD16 2RH,BD16 2RH,SE 10511 39494,410511,439494,53.851575,-1.841704
BD16 2RJ,BD16 2RJ,SE 10461 39571,410461,439571,53.852268,-1.8424614
BD16 2RL,BD16 2RL,SE 10422 39536,410422,439536,53.851955,-1.8430555
BD16 2RP,BD16 2RP,SE 10381 39919,410381,439919,53.855398,-1.8436659
BD16 2RR,postcode not found,,,,,
BD16 2RS,BD16 2RS,SE 10225 39962,410225,439962,53.855787,-1.8460361
BD16 2RT,postcode not found,,,,,
BD16 2RU,BD16 2RU,SE 10454 39935,410454,439935,53.85554,-1.8425556
BD16 2RW,BD16 2RW,SE 10484 39669,410484,439669,53.853149,-1.8421085
BD16 2RX,BD16 2RX,SE 10094 40107,410094,440107,53.857093,-1.8480229
BD16 2RY,BD16 2RY,SE 10166 40175,410166,440175,53.857703,-1.8469261
BD16 2RZ,BD16 2RZ,SE 10287 40199,410287,440199,53.857916,-1.8450857
BD16 2SA,postcode not found,,,,,
BD16 2SB,BD16 2SB,SE 10412 40283,410412,440283,53.858669,-1.8431824
BD16 2SD,postcode not found,,,,,
BD16 2SE,BD16 2SE,SE 10435 40258,410435,440258,53.858444,-1.8428336
BD16 2SF,BD16 2SF,SE 10534 40169,410534,440169,53.857642,-1.8413314
BD16 2SG,BD16 2SG,SE 10460 40202,410460,440202,53.85794,-1.8424554
BD16 2SH,BD16 2SH,SE 10376 40328,410376,440328,53.859074,-1.8437282
BD16 2SJ,BD16 2SJ,SE 10411 40395,410411,440395,53.859675,-1.8431939
BD16 2SL,BD16 2SL,SE 10463 40341,410463,440341,53.859189,-1.8424051
BD16 2SN,BD16 2SN,SE 09930 40103,409930,440103,53.85706,-1.8505163
BD16 2SP,BD16 2SP,SE 10424 40433,410424,440433,53.860017,-1.8429949
BD16 2SQ,BD16 2SQ,SE 10564 40258,410564,440258,53.858441,-1.8408723
BD16 2SR,BD16 2SR,SE 10416 40477,410416,440477,53.860412,-1.8431151
BD16 2SS,BD16 2SS,SE 10400 40527,410400,440527,53.860862,-1.8433567
BD16 2ST,BD16 2ST,SE 11237 38679,411237,438679,53.844235,-1.8306975
BD16 2SU,BD16 2SU,SE 10665 39240,410665,439240,53.849289,-1.8393717
BD16 2SW,BD16 2SW,SE 09995 40104,409995,440104,53.857068,-1.8495281
BD16 2SX,postcode not found,,,,,
BD16 2SY,postcode not found,,,,,
BD16 2SZ,BD16 2SZ,SE 10347 40315,410347,440315,53.858958,-1.8441696
BD16 2TA,BD16 2TA,SE 10994 38984,410994,438984,53.846982,-1.8343799
BD16 2TB,BD16 2TB,SE 11017 38980,411017,438980,53.846945,-1.8340305
BD16 2TD,BD16 2TD,SE 11036 38995,411036,438995,53.84708,-1.8337411
BD16 2TE,BD16 2TE,SE 11046 39019,411046,439019,53.847295,-1.8335883
BD16 2TF,BD16 2TF,SE 11087 39021,411087,439021,53.847312,-1.832965
BD16 2TG,BD16 2TG,SE 11123 39019,411123,439019,53.847294,-1.8324179
BD16 2TH,BD16 2TH,SE 11153 38973,411153,438973,53.846879,-1.8319636
BD16 2TJ,BD16 2TJ,SE 11092 38957,411092,438957,53.846737,-1.8328913
BD16 2TL,postcode not found,,,,,
BD16 2TN,postcode not found,,,,,
BD16 2TP,BD16 2TP,SE 10862 39098,410862,439098,53.848009,-1.8363822
BD16 2TQ,BD16 2TQ,SE 11158 39016,411158,439016,53.847266,-1.831886
BD16 2TR,BD16 2TR,SE 10706 39139,410706,439139,53.848381,-1.838752
BD16 2TW,BD16 2TW,SE 11018 39057,411018,439057,53.847637,-1.8340125
BD16 2TZ,postcode not found,,,,,
BD16 2UA,BD16 2UA,SE 09777 40729,409777,440729,53.86269,-1.8528227
BD16 2WA,postcode not found,,,,,
BD16 2WQ,postcode not found,,,,,
BD16 2WR,BD16 2WR,SE 10665 39240,410665,439240,53.849289,-1.8393717
BD16 2WS,postcode not found,,,,,
BD16 2WT,postcode not found,,,,,
BD16 2WU,postcode not found,,,,,
BD16 2WW,postcode not found,,,,,
BD16 2WX,postcode not found,,,,,
BD16 2WY,postcode not found,,,,,
BD16 2WZ,BD16 2WZ,SE 10665 39240,410665,439240,53.849289,-1.8393717
BD16 2XU,postcode not found,,,,,
BD16 2XW,postcode not found,,,,,
BD16 2XY,BD16 2XY,SE 10665 39240,410665,439240,53.849289,-1.8393717
BD16 2XZ,postcode not found,,,,,
BD16 2YA,postcode not found,,,,,
BD16 2YB,postcode not found,,,,,
BD16 2YD,postcode not found,,,,,
BD16 2YF,postcode not found,,,,,
BD16 2YG,BD16 2YG,SE 10665 39240,410665,439240,53.849289,-1.8393717
BD16 2YH,postcode not found,,,,,
BD16 2YJ,postcode not found,,,,,
BD16 2YL,postcode not found,,,,,
BD16 2YN,postcode not found,,,,,
BD16 2YP,postcode not found,,,,,
BD16 2YQ,postcode not found,,,,,
BD16 2YR,postcode not found,,,,,
BD16 2YS,postcode not found,,,,,
BD16 2YT,postcode not found,,,,,
BD16 2YU,postcode not found,,,,,
BD16 2YW,postcode not found,,,,,
BD16 2YX,postcode not found,,,,,
BD16 2YY,postcode not found,,,,,
BD16 2YZ,postcode not found,,,,,
BD16 2ZT,BD16 2ZT,SE 10665 39240,410665,439240,53.849289,-1.8393717
BD16 2ZX,postcode not found,,,,,
BD16 3AA,BD16 3AA,SE 11096 41055,411096,441055,53.865593,-1.8327555
BD16 3AB,BD16 3AB,SE 11206 41498,411206,441498,53.869573,-1.8310668
BD16 3AD,BD16 3AD,SE 10967 42208,410967,442208,53.875959,-1.8346763
BD16 3AE,BD16 3AE,SE 11179 41555,411179,441555,53.870085,-1.8314753
BD16 3AF,BD16 3AF,SE 10965 41518,410965,441518,53.869757,-1.8347311
BD16 3AG,BD16 3AG,SE 11057 41938,411057,441938,53.87353,-1.833317
BD16 3AH,BD16 3AH,SE 11625 40786,411625,440786,53.863164,-1.8247215
BD16 3AJ,BD16 3AJ,SE 12041 40930,412041,440930,53.864449,-1.8183905
BD16 3AL,BD16 3AL,SE 11830 40265,411830,440265,53.858477,-1.8216243
BD16 3AN,BD16 3AN,SE 12846 39849,412846,439849,53.854714,-1.8061947
BD16 3AP,BD16 3AP,SE 12328 40990,412328,440990,53.864982,-1.8140241
BD16 3AQ,postcode not found,,,,,
BD16 3AR,BD16 3AR,SE 13197 40565,413197,440565,53.861141,-1.8008282
BD16 3AS,BD16 3AS,SE 12715 40531,412715,440531,53.860847,-1.8081582
BD16 3AT,BD16 3AT,SE 12895 40762,412895,440762,53.862919,-1.8054118
BD16 3AU,BD16 3AU,SE 13110 40725,413110,440725,53.862581,-1.8021443
BD16 3AW,BD16 3AW,SE 12473 40711,412473,440711,53.862471,-1.8118304
BD16 3AX,BD16 3AX,SE 12609 40650,412609,440650,53.861919,-1.809765
BD16 3AY,BD16 3AY,SE 12596 41145,412596,441145,53.866368,-1.8099426
BD16 3AZ,BD16 3AZ,SE 12509 41441,412509,441441,53.869031,-1.8112536
BD16 3BA,BD16 3BA,SE 12127 42219,412127,442219,53.876032,-1.8170323
BD16 3BB,BD16 3BB,SE 12773 41982,412773,441982,53.873887,-1.8072165
BD16 3BD,BD16 3BD,SE 13019 41542,413019,441542,53.869926,-1.8034936
BD16 3BE,BD16 3BE,SE 13132 42206,413132,442206,53.875891,-1.8017469
BD16 3BG,BD16 3BG,SE 14241 41853,414241,441853,53.87269,-1.7848954
BD16 3BH,BD16 3BH,SE 14129 42603,414129,442603,53.879433,-1.7865645
BD16 3BJ,BD16 3BJ,SE 14504 42462,414504,442462,53.878156,-1.7808669
BD16 3BL,BD16 3BL,SE 14309 41842,414309,441842,53.872589,-1.7838617
BD16 3BN,BD16 3BN,SE 12641 40489,412641,440489,53.860471,-1.8092851
BD16 3BP,BD16 3BP,SE 11936 39616,411936,439616,53.852641,-1.8200377
BD16 3BQ,BD16 3BQ,SE 12809 41956,412809,441956,53.873652,-1.80667
BD16 3BR,BD16 3BR,SE 11925 39741,411925,439741,53.853765,-1.8202001
BD16 3BS,BD16 3BS,SE 11883 39736,411883,439736,53.853721,-1.8208388
BD16 3BT,BD16 3BT,SE 11780 39825,411780,439825,53.854523,-1.8224012
BD16 3BU,BD16 3BU,SE 11817 39928,411817,439928,53.855448,-1.8218348
BD16 3BW,BD16 3BW,SE 12691 40536,412691,440536,53.860892,-1.8085229
BD16 3BX,BD16 3BX,SE 11771 39956,411771,439956,53.855701,-1.8225331
BD16 3BY,BD16 3BY,SE 11841 40086,411841,440086,53.856868,-1.8214639
BD16 3BZ,BD16 3BZ,SE 11757 40028,411757,440028,53.856348,-1.8227432
BD16 3DA,BD16 3DA,SE 11915 40257,411915,440257,53.858403,-1.8203323
BD16 3DB,BD16 3DB,SE 11880 40263,411880,440263,53.858458,-1.8208642
BD16 3DD,BD16 3DD,SE 11767 40245,411767,440245,53.858299,-1.8225829
BD16 3DE,BD16 3DE,SE 11738 40155,411738,440155,53.85749,-1.8230272
BD16 3DF,BD16 3DF,SE 11678 40173,411678,440173,53.857653,-1.8239387
BD16 3DG,BD16 3DG,SE 11672 39996,411672,439996,53.856063,-1.8240366
BD16 3DH,BD16 3DH,SE 11693 39704,411693,439704,53.853438,-1.8237284
BD16 3DJ,BD16 3DJ,SE 11902 39603,411902,439603,53.852525,-1.8205551
BD16 3DL,BD16 3DL,SE 11746 39591,411746,439591,53.852421,-1.8229269
BD16 3DN,BD16 3DN,SE 11776 39730,411776,439730,53.85367,-1.8224656
BD16 3DP,BD16 3DP,SE 11855 39735,411855,439735,53.853713,-1.8212645
BD16 3DQ,BD16 3DQ,SE 11702 39892,411702,439892,53.855127,-1.8235844
BD16 3DR,BD16 3DR,SE 11930 40151,411930,440151,53.85745,-1.8201083
BD16 3DS,BD16 3DS,SE 11947 40005,411947,440005,53.856137,-1.8198555
BD16 3DT,BD16 3DT,SE 12032 40093,412032,440093,53.856926,-1.8185599
BD16 3DU,BD16 3DU,SE 11878 40334,411878,440334,53.859096,-1.8208919
BD16 3DW,BD16 3DW,SE 11767 39644,411767,439644,53.852897,-1.8226057
BD16 3DX,BD16 3DX,SE 12017 40437,412017,440437,53.860019,-1.8187746
BD16 3DY,BD16 3DY,SE 12028 40364,412028,440364,53.859362,-1.8186102
BD16 3DZ,BD16 3DZ,SE 11985 40333,411985,440333,53.859085,-1.8192651
BD16 3EA,BD16 3EA,SE 12105 40424,412105,440424,53.8599,-1.8174371
BD16 3EB,BD16 3EB,SE 12157 40367,412157,440367,53.859386,-1.8166487
BD16 3ED,BD16 3ED,SE 12048 40268,412048,440268,53.858499,-1.8183098
BD16 3EE,BD16 3EE,SE 12187 40331,412187,440331,53.859062,-1.816194
BD16 3EF,BD16 3EF,SE 12129 40167,412129,440167,53.857589,-1.8170823
BD16 3EG,BD16 3EG,SE 12182 40268,412182,440268,53.858496,-1.8162725
BD16 3EH,BD16 3EH,SE 12296 40327,412296,440327,53.859023,-1.814537
BD16 3EJ,BD16 3EJ,SE 12266 40305,412266,440305,53.858826,-1.814994
BD16 3EL,BD16 3EL,SE 12238 40215,412238,440215,53.858018,-1.8154232
BD16 3EN,BD16 3EN,SE 12335 40152,412335,440152,53.85745,-1.813951
BD16 3EP,BD16 3EP,SE 12307 40040,412307,440040,53.856444,-1.8143811
BD16 3EQ,BD16 3EQ,SE 12413 40469,412413,440469,53.860297,-1.8127524
BD16 3ER,BD16 3ER,SE 12422 40029,412422,440029,53.856342,-1.8126332
BD16 3ES,BD16 3ES,SE 12482 39997,412482,439997,53.856053,-1.8117224
BD16 3ET,BD16 3ET,SE 12627 40144,412627,440144,53.857371,-1.809512
BD16 3EU,BD16 3EU,SE 12565 40209,412565,440209,53.857956,-1.8104519
BD16 3EW,BD16 3EW,SE 12211 40146,412211,440146,53.857399,-1.8158364
BD16 3EX,BD16 3EX,SE 12702 40195,412702,440195,53.857827,-1.8083697
BD16 3EY,BD16 3EY,SE 12625 40387,412625,440387,53.859555,-1.8095325
BD16 3EZ,BD16 3EZ,SE 12555 40563,412555,440563,53.861138,-1.8105896
BD16 3FA,BD16 3FA,SE 13214 40671,413214,440671,53.862093,-1.8005652
BD16 3FB,BD16 3FB,SE 12095 40220,412095,440220,53.858066,-1.8175971
BD16 3FD,BD16 3FD,SE 12296 40102,412296,440102,53.857001,-1.8145459
BD16 3FE,BD16 3FE,SE 12296 40102,412296,440102,53.857001,-1.8145459
BD16 3FJ,BD16 3FJ,SE 11115 41954,411115,441954,53.873673,-1.8324343
BD16 3GA,BD16 3GA,SE 12510 40381,412510,440381,53.859504,-1.8112812
BD16 3GQ,BD16 3GQ,SE 10798 41447,410798,441447,53.869123,-1.8372733
BD16 3HA,BD16 3HA,SE 12602 40536,412602,440536,53.860895,-1.8098761
BD16 3HB,BD16 3HB,SE 12557 40610,412557,440610,53.861561,-1.8105573
BD16 3HD,BD16 3HD,SE 12376 40405,412376,440405,53.859723,-1.8133176
BD16 3HE,BD16 3HE,SE 12428 40313,412428,440313,53.858894,-1.8125306
BD16 3HF,BD16 3HF,SE 12502 40536,412502,440536,53.860897,-1.8113966
BD16 3HG,BD16 3HG,SE 12569 40433,412569,440433,53.85997,-1.810382
BD16 3HH,BD16 3HH,SE 12553 40042,412553,440042,53.856456,-1.8106412
BD16 3HJ,BD16 3HJ,SE 12173 40003,412173,440003,53.856114,-1.8164198
BD16 3HL,BD16 3HL,SE 12478 40450,412478,440450,53.860125,-1.8117649
BD16 3HN,BD16 3HN,SE 12060 40386,412060,440386,53.859559,-1.8181228
BD16 3HP,BD16 3HP,SE 10353 40805,410353,440805,53.863362,-1.844062
BD16 3HQ,BD16 3HQ,SE 12335 40357,412335,440357,53.859292,-1.8139428
BD16 3HR,BD16 3HR,SE 10423 40793,410423,440793,53.863252,-1.842998
BD16 3HS,BD16 3HS,SE 10442 41020,410442,441020,53.865292,-1.8427015
BD16 3HT,BD16 3HT,SE 10507 41103,410507,441103,53.866037,-1.8417103
BD16 3HU,BD16 3HU,SE 10453 41178,410453,441178,53.866712,-1.8425289
BD16 3HW,BD16 3HW,SE 10326 40766,410326,440766,53.863012,-1.8444739
BD16 3HX,BD16 3HX,SE 10516 41228,410516,441228,53.86716,-1.8415692
BD16 3HY,BD16 3HY,SE 10391 41249,410391,441249,53.867351,-1.8434693
BD16 3HZ,BD16 3HZ,SE 10372 41259,410372,441259,53.867442,-1.8437579
BD16 3JA,BD16 3JA,SE 10399 41286,410399,441286,53.867684,-1.8433464
BD16 3JB,BD16 3JB,SE 10384 41296,410384,441296,53.867774,-1.8435742
BD16 3JD,BD16 3JD,SE 10448 41327,410448,441327,53.868051,-1.8425999
BD16 3JE,BD16 3JE,SE 10517 41380,410517,441380,53.868526,-1.8415488
BD16 3JF,BD16 3JF,SE 10427 41424,410427,441424,53.868924,-1.842916
BD16 3JG,BD16 3JG,SE 10117 41582,410117,441582,53.87035,-1.8476252
BD16 3JH,BD16 3JH,SE 10457 41257,410457,441257,53.867422,-1.8424654
BD16 3JJ,BD16 3JJ,SE 10401 41356,410401,441356,53.868313,-1.8433137
BD16 3JL,BD16 3JL,SE 10386 41528,410386,441528,53.869859,-1.843536
BD16 3JN,BD16 3JN,SE 10310 41554,410310,441554,53.870094,-1.844691
BD16 3JP,BD16 3JP,SE 10413 41642,410413,441642,53.870883,-1.8431216
BD16 3JQ,postcode not found,,,,,
BD16 3JR,BD16 3JR,SE 10495 41878,410495,441878,53.873003,-1.8418665
BD16 3JS,BD16 3JS,SE 10404 42030,410404,442030,53.874371,-1.8432455
BD16 3JT,BD16 3JT,SE 10591 42173,410591,442173,53.875652,-1.8403964
BD16 3JW,BD16 3JW,SE 10373 41565,410373,441565,53.870192,-1.8437325
BD16 3JX,BD16 3JX,SE 11767 39431,411767,439431,53.850982,-1.8226138
BD16 3JY,BD16 3JY,SE 11829 39518,411829,439518,53.851763,-1.821668
BD16 3JZ,BD16 3JZ,SE 11727 39460,411727,439460,53.851244,-1.8232207
BD16 3LA,BD16 3LA,SE 12101 39372,412101,439372,53.850445,-1.817539
BD16 3LB,postcode not found,,,,,
BD16 3LD,BD16 3LD,SE 12119 39366,412119,439366,53.85039,-1.8172656
BD16 3LE,BD16 3LE,SE 12036 39636,412036,439636,53.852819,-1.8185168
BD16 3LF,BD16 3LF,SE 12417 39275,412417,439275,53.849565,-1.8127395
BD16 3LG,BD16 3LG,SE 12466 39491,412466,439491,53.851506,-1.811986
BD16 3LH,BD16 3LH,SE 12193 39389,412193,439389,53.850595,-1.8161399
BD16 3LJ,BD16 3LJ,SE 12177 39420,412177,439420,53.850874,-1.8163819
BD16 3LL,BD16 3LL,SE 12264 39370,412264,439370,53.850423,-1.8150614
BD16 3LN,BD16 3LN,SE 12420 39351,412420,439351,53.850248,-1.8126908
BD16 3LP,BD16 3LP,SE 12522 39668,412522,439668,53.853095,-1.8111276
BD16 3LQ,BD16 3LQ,SE 12382 39264,412382,439264,53.849467,-1.8132719
BD16 3LR,BD16 3LR,SE 12603 39490,412603,439490,53.851493,-1.8099035
BD16 3LS,BD16 3LS,SE 12555 39184,412555,439184,53.848744,-1.8106455
BD16 3LT,BD16 3LT,SE 12661 39040,412661,439040,53.847447,-1.8090402
BD16 3LU,postcode not found,,,,,
BD16 3LW,BD16 3LW,SE 12324 39358,412324,439358,53.850314,-1.8141498
BD16 3LX,BD16 3LX,SE 12606 41191,412606,441191,53.866782,-1.8097886
BD16 3LY,BD16 3LY,SE 11915 40450,411915,440450,53.860138,-1.8203249
BD16 3LZ,BD16 3LZ,SE 11845 40390,411845,440390,53.8596,-1.8213915
BD16 3NA,postcode not found,,,,,
BD16 3NB,BD16 3NB,SE 11814 39113,411814,439113,53.848123,-1.8219115
BD16 3ND,BD16 3ND,SE 11811 39255,411811,439255,53.8494,-1.8219517
BD16 3NE,BD16 3NE,SE 11953 39075,411953,439075,53.847779,-1.8198001
BD16 3NF,BD16 3NF,SE 11939 39172,411939,439172,53.848651,-1.8200092
BD16 3NG,BD16 3NG,SE 11852 39131,411852,439131,53.848284,-1.8213332
BD16 3NH,BD16 3NH,SE 12067 39257,412067,439257,53.849412,-1.8180603
BD16 3NJ,BD16 3NJ,SE 11994 39281,411994,439281,53.849629,-1.819169
BD16 3NL,BD16 3NL,SE 11967 39049,411967,439049,53.847545,-1.8195884
BD16 3NP,BD16 3NP,SE 11894 38951,411894,438951,53.846665,-1.8207017
BD16 3NQ,BD16 3NQ,SE 11862 39222,411862,439222,53.849102,-1.8211777
BD16 3NR,BD16 3NR,SE 12035 38879,412035,438879,53.846015,-1.8185614
BD16 3NU,postcode not found,,,,,
BD16 3NW,BD16 3NW,SE 12002 39155,412002,439155,53.848497,-1.8190523
BD16 3NX,BD16 3NX,SE 12423 40203,412423,440203,53.857906,-1.8126111
BD16 3PA,BD16 3PA,SE 12188 39862,412188,439862,53.854847,-1.8161973
BD16 3PB,postcode not found,,,,,
BD16 3PD,BD16 3PD,SE 11771 40105,411771,440105,53.85704,-1.8225274
BD16 3PE,BD16 3PE,SE 11931 39901,411931,439901,53.855203,-1.8201028
BD16 3PF,BD16 3PF,SE 11974 39845,411974,439845,53.854699,-1.8194512
BD16 3PG,BD16 3PG,SE 11897 39941,411897,439941,53.855563,-1.8206181
BD16 3PH,BD16 3PH,SE 12043 39979,412043,439979,53.855902,-1.8183971
BD16 3PJ,BD16 3PJ,SE 12085 39907,412085,439907,53.855253,-1.8177614
BD16 3PL,BD16 3PL,SE 12224 39812,412224,439812,53.854396,-1.815652
BD16 3PN,BD16 3PN,SE 11998 39747,411998,439747,53.853817,-1.8190902
BD16 3PP,postcode not found,,,,,
BD16 3PQ,BD16 3PQ,SE 11946 39918,411946,439918,53.855356,-1.8198741
BD16 3PR,postcode not found,,,,,
BD16 3PT,postcode not found,,,,,
BD16 3PU,BD16 3PU,SE 12193 39524,412193,439524,53.851809,-1.8161346
BD16 3PX,BD16 3PX,SE 12126 39518,412126,439518,53.851756,-1.8171533
BD16 3PY,BD16 3PY,SE 12245 39577,412245,439577,53.852284,-1.815342
BD16 3QA,BD16 3QA,SE 12456 39633,412456,439633,53.852782,-1.8121323
BD16 3QB,BD16 3QB,SE 12435 39557,412435,439557,53.8521,-1.8124546
BD16 3QD,BD16 3QD,SE 12521 39526,412521,439526,53.851819,-1.8111485
BD16 3QE,BD16 3QE,SE 12293 39949,412293,439949,53.855626,-1.8145976
BD16 3QF,BD16 3QF,SE 12413 39875,412413,439875,53.854958,-1.8127762
BD16 3QG,BD16 3QG,SE 12402 39860,412402,439860,53.854824,-1.8129441
BD16 3QH,BD16 3QH,SE 12292 39903,412292,439903,53.855213,-1.8146146
BD16 3QJ,BD16 3QJ,SE 12275 39773,412275,439773,53.854045,-1.8148782
BD16 3QL,BD16 3QL,SE 12454 39751,412454,439751,53.853843,-1.8121579
BD16 3QN,BD16 3QN,SE 12315 39698,412315,439698,53.85337,-1.8142731
BD16 3UB,postcode not found,,,,,
BD16 3UD,postcode not found,,,,,
BD16 3UE,postcode not found,,,,,
BD16 3UF,postcode not found,,,,,
BD16 3UG,postcode not found,,,,,
BD16 3UH,postcode not found,,,,,
BD16 3UL,postcode not found,,,,,
BD16 3UN,postcode not found,,,,,
BD16 3UP,postcode not found,,,,,
BD16 3UQ,postcode not found,,,,,
BD16 3UT,postcode not found,,,,,
BD16 3UU,postcode not found,,,,,
BD16 3UW,postcode not found,,,,,
BD16 3UX,postcode not found,,,,,
BD16 3UY,BD16 3UY,SE 10665 39240,410665,439240,53.849289,-1.8393717
BD16 3UZ,postcode not found,,,,,
BD16 3WQ,postcode not found,,,,,
BD16 3WR,postcode not found,,,,,
BD16 3WS,postcode not found,,,,,
BD16 3WT,postcode not found,,,,,
BD16 3WU,postcode not found,,,,,
BD16 3WW,postcode not found,,,,,
BD16 3WX,postcode not found,,,,,
BD16 3WY,postcode not found,,,,,
BD16 3WZ,postcode not found,,,,,
BD16 3YW,postcode not found,,,,,
BD16 3YX,postcode not found,,,,,
BD16 3YY,postcode not found,,,,,
BD16 3YZ,postcode not found,,,,,
