Postcode,Description,Grid Reference,X (easting),Y (northing),Latitude,Longitude
BD22 7YJ,postcode not found,,,,,
BD22 7YL,postcode not found,,,,,
BD22 7YP,postcode not found,,,,,
BD22 7YU,postcode not found,,,,,
BD22 7YW,postcode not found,,,,,
BD22 7YX,postcode not found,,,,,
BD22 7YY,postcode not found,,,,,
BD22 7YZ,postcode not found,,,,,
BD22 7ZY,postcode not found,,,,,
BD22 8AA,BD22 8AA,SE 04060 37601,404060,437601,53.83465,-1.9397909
BD22 8AB,BD22 8AB,SE 04060 37585,404060,437585,53.834507,-1.9397911
BD22 8AD,BD22 8AD,SE 04060 37568,404060,437568,53.834354,-1.9397913
BD22 8AE,BD22 8AE,SE 04049 37522,404049,437522,53.83394,-1.9399591
BD22 8AF,BD22 8AF,SE 03339 36595,403339,436595,53.825614,-1.9507571
BD22 8AG,BD22 8AG,SE 03294 36638,403294,436638,53.826,-1.9514402
BD22 8AH,BD22 8AH,SE 03388 36502,403388,436502,53.824777,-1.9500137
BD22 8AJ,BD22 8AJ,SE 03245 36570,403245,436570,53.825389,-1.9521853
BD22 8AL,BD22 8AL,SE 03323 36649,403323,436649,53.826099,-1.9509996
BD22 8AN,BD22 8AN,SE 03244 36615,403244,436615,53.825794,-1.9522001
BD22 8AP,BD22 8AP,SE 03286 36633,403286,436633,53.825955,-1.9515618
BD22 8AQ,BD22 8AQ,SE 03248 36680,403248,436680,53.826378,-1.9521386
BD22 8AR,BD22 8AR,SE 03131 36545,403131,436545,53.825165,-1.9539174
BD22 8AS,BD22 8AS,SE 02057 35222,402057,435222,53.813279,-1.9702416
BD22 8AT,BD22 8AT,SE 03114 36547,403114,436547,53.825183,-1.9541757
BD22 8AU,BD22 8AU,SE 03134 36569,403134,436569,53.825381,-1.9538716
BD22 8AW,BD22 8AW,SE 03241 36781,403241,436781,53.827286,-1.952244
BD22 8AX,BD22 8AX,SE 03138 36590,403138,436590,53.82557,-1.9538107
BD22 8AY,BD22 8AY,SE 03169 36626,403169,436626,53.825893,-1.9533394
BD22 8AZ,BD22 8AZ,SE 03990 37515,403990,437515,53.833878,-1.9408556
BD22 8BA,BD22 8BA,SE 03129 36595,403129,436595,53.825615,-1.9539473
BD22 8BB,BD22 8BB,SE 03105 36609,403105,436609,53.825741,-1.9543118
BD22 8BD,BD22 8BD,SE 03140 36622,403140,436622,53.825857,-1.95378
BD22 8BE,BD22 8BE,SE 03138 36659,403138,436659,53.82619,-1.95381
BD22 8BG,BD22 8BG,SE 03158 36671,403158,436671,53.826298,-1.953506
BD22 8BH,BD22 8BH,SE 03185 36678,403185,436678,53.82636,-1.9530958
BD22 8BJ,BD22 8BJ,SE 03156 36678,403156,436678,53.826361,-1.9535363
BD22 8BL,BD22 8BL,SE 03157 36695,403157,436695,53.826513,-1.953521
BD22 8BN,BD22 8BN,SE 03181 36740,403181,436740,53.826918,-1.9531559
BD22 8BP,BD22 8BP,SE 03203 36779,403203,436779,53.827268,-1.9528213
BD22 8BQ,BD22 8BQ,SE 03162 36797,403162,436797,53.82743,-1.953444
BD22 8BS,BD22 8BS,SE 03279 36720,403279,436720,53.826737,-1.9516673
BD22 8BT,BD22 8BT,SE 03290 36680,403290,436680,53.826378,-1.9515006
BD22 8BU,BD22 8BU,SE 03367 36675,403367,436675,53.826332,-1.9503308
BD22 8BW,BD22 8BW,SE 03112 36804,403112,436804,53.827493,-1.9542036
BD22 8BX,BD22 8BX,SE 03215 36794,403215,436794,53.827403,-1.9526388
BD22 8BY,BD22 8BY,SE 03195 36885,403195,436885,53.828221,-1.9529418
BD22 8BZ,postcode not found,,,,,
BD22 8DA,BD22 8DA,SE 03097 37033,403097,437033,53.829552,-1.9544292
BD22 8DB,BD22 8DB,SE 03066 37137,403066,437137,53.830487,-1.9548992
BD22 8DD,BD22 8DD,SE 03101 37135,403101,437135,53.830468,-1.9543675
BD22 8DE,BD22 8DE,SE 03071 37164,403071,437164,53.830729,-1.954823
BD22 8DF,BD22 8DF,SE 03126 37105,403126,437105,53.830199,-1.9539879
BD22 8DG,BD22 8DG,SE 02947 37323,402947,437323,53.832159,-1.9567055
BD22 8DH,BD22 8DH,SE 03069 37224,403069,437224,53.831269,-1.9548528
BD22 8DJ,BD22 8DJ,SE 03066 37214,403066,437214,53.831179,-1.9548985
BD22 8DL,BD22 8DL,SE 03061 37193,403061,437193,53.83099,-1.9549746
BD22 8DN,BD22 8DN,SE 03135 37009,403135,437009,53.829336,-1.9538521
BD22 8DP,BD22 8DP,SE 03043 37209,403043,437209,53.831134,-1.955248
BD22 8DQ,postcode not found,,,,,
BD22 8DR,BD22 8DR,SE 02972 37240,402972,437240,53.831413,-1.9563264
BD22 8DS,BD22 8DS,SE 02949 37252,402949,437252,53.831521,-1.9566758
BD22 8DT,BD22 8DT,SE 02904 37301,402904,437301,53.831962,-1.9573591
BD22 8DU,BD22 8DU,SE 02927 37297,402927,437297,53.831925,-1.9570096
BD22 8DW,BD22 8DW,SE 03134 37308,403134,437308,53.832023,-1.9538644
BD22 8DX,BD22 8DX,SE 03138 37034,403138,437034,53.82956,-1.9538063
BD22 8DY,BD22 8DY,SE 02996 37307,402996,437307,53.832015,-1.9559612
BD22 8DZ,BD22 8DZ,SE 02994 37329,402994,437329,53.832213,-1.9559913
BD22 8EA,postcode not found,,,,,
BD22 8EB,BD22 8EB,SE 02992 37436,402992,437436,53.833174,-1.9560207
BD22 8ED,BD22 8ED,SE 02951 37477,402951,437477,53.833543,-1.9566433
BD22 8EE,BD22 8EE,SE 02901 37336,402901,437336,53.832276,-1.9574043
BD22 8EF,BD22 8EF,SE 02992 37265,402992,437265,53.831637,-1.9560223
BD22 8EG,BD22 8EG,SE 03090 37409,403090,437409,53.832931,-1.9545319
BD22 8EH,BD22 8EH,SE 02887 37331,402887,437331,53.832231,-1.9576171
BD22 8EJ,BD22 8EJ,SE 02775 37266,402775,437266,53.831648,-1.9593194
BD22 8EL,BD22 8EL,SE 02782 37312,402782,437312,53.832061,-1.9592127
BD22 8EN,BD22 8EN,SE 02613 37316,402613,437316,53.832098,-1.9617804
BD22 8EP,BD22 8EP,SE 02892 37384,402892,437384,53.832708,-1.9575407
BD22 8EQ,BD22 8EQ,SE 03060 37460,403060,437460,53.83339,-1.9549873
BD22 8ER,BD22 8ER,SE 03037 37397,403037,437397,53.832824,-1.9553374
BD22 8ES,BD22 8ES,SE 03020 37403,403020,437403,53.832878,-1.9555956
BD22 8ET,BD22 8ET,SE 03024 37409,403024,437409,53.832932,-1.9555348
BD22 8EU,BD22 8EU,SE 03096 37475,403096,437475,53.833524,-1.9544401
BD22 8EW,BD22 8EW,SE 02842 37394,402842,437394,53.832798,-1.9583003
BD22 8EX,BD22 8EX,SE 03112 37392,403112,437392,53.832778,-1.9541978
BD22 8EY,BD22 8EY,SE 02786 37412,402786,437412,53.83296,-1.959151
BD22 8EZ,BD22 8EZ,SE 03289 37547,403289,437547,53.83417,-1.9515068
BD22 8HA,BD22 8HA,SE 03351 37519,403351,437519,53.833918,-1.950565
BD22 8HB,BD22 8HB,SE 03405 37515,403405,437515,53.833882,-1.9497446
BD22 8HD,BD22 8HD,SE 03475 37754,403475,437754,53.83603,-1.9486783
BD22 8HE,BD22 8HE,SE 03454 37779,403454,437779,53.836254,-1.9489972
BD22 8HF,BD22 8HF,SE 03358 37699,403358,437699,53.835536,-1.9504568
BD22 8HG,BD22 8HG,SE 03289 37583,403289,437583,53.834494,-1.9515065
BD22 8HH,BD22 8HH,SE 03422 37736,403422,437736,53.835868,-1.9494839
BD22 8HJ,BD22 8HJ,SE 03302 37808,403302,437808,53.836516,-1.9513066
BD22 8HL,BD22 8HL,SE 03351 37835,403351,437835,53.836758,-1.9505617
BD22 8HN,BD22 8HN,SE 03365 37785,403365,437785,53.836309,-1.9503495
BD22 8HP,BD22 8HP,SE 03386 37793,403386,437793,53.836381,-1.9500303
BD22 8HQ,BD22 8HQ,SE 03351 37725,403351,437725,53.83577,-1.9505629
BD22 8HR,BD22 8HR,SE 03656 37551,403656,437551,53.834204,-1.9459303
BD22 8HS,postcode not found,,,,,
BD22 8HT,postcode not found,,,,,
BD22 8HU,BD22 8HU,SE 03438 37634,403438,437634,53.834951,-1.9492419
BD22 8HZ,BD22 8HZ,SE 03218 36699,403218,436699,53.826549,-1.9525942
BD22 8JA,BD22 8JA,SE 03676 37345,403676,437345,53.832352,-1.9456288
BD22 8JB,BD22 8JB,SE 03703 37361,403703,437361,53.832496,-1.9452183
BD22 8JD,BD22 8JD,SE 03721 37341,403721,437341,53.832316,-1.9449451
BD22 8JE,BD22 8JE,SE 03696 37281,403696,437281,53.831777,-1.9453256
BD22 8JF,BD22 8JF,SE 03717 37243,403717,437243,53.831435,-1.945007
BD22 8JH,BD22 8JH,SE 03661 37242,403661,437242,53.831427,-1.9458579
BD22 8JJ,BD22 8JJ,SE 03650 37219,403650,437219,53.83122,-1.9460253
BD22 8JL,BD22 8JL,SE 03660 37180,403660,437180,53.830869,-1.9458738
BD22 8JN,BD22 8JN,SE 03633 37189,403633,437189,53.83095,-1.9462839
BD22 8JP,BD22 8JP,SE 03712 37099,403712,437099,53.830141,-1.9450846
BD22 8JQ,BD22 8JQ,SE 03669 37266,403669,437266,53.831642,-1.945736
BD22 8JR,BD22 8JR,SE 03665 37157,403665,437157,53.830663,-1.9457981
BD22 8JS,BD22 8JS,SE 03614 37175,403614,437175,53.830825,-1.9465727
BD22 8JT,BD22 8JT,SE 03615 37106,403615,437106,53.830205,-1.9465583
BD22 8JU,BD22 8JU,SE 03610 37084,403610,437084,53.830007,-1.9466345
BD22 8JW,postcode not found,,,,,
BD22 8JX,BD22 8JX,SE 03641 37057,403641,437057,53.829764,-1.9461639
BD22 8JY,BD22 8JY,SE 03669 37056,403669,437056,53.829755,-1.9457385
BD22 8JZ,BD22 8JZ,SE 03598 37017,403598,437017,53.829405,-1.9468176
BD22 8LA,BD22 8LA,SE 03638 37018,403638,437018,53.829413,-1.9462099
BD22 8LB,BD22 8LB,SE 03577 37004,403577,437004,53.829288,-1.9471368
BD22 8LD,BD22 8LD,SE 03606 36973,403606,436973,53.829009,-1.9466966
BD22 8LE,BD22 8LE,SE 03607 36980,403607,436980,53.829072,-1.9466813
BD22 8LF,BD22 8LF,SE 03640 36953,403640,436953,53.828829,-1.9461802
BD22 8LH,BD22 8LH,SE 03572 37040,403572,437040,53.829612,-1.9472124
BD22 8LJ,BD22 8LJ,SE 03703 36964,403703,436964,53.828928,-1.945223
BD22 8LL,BD22 8LL,SE 03574 37110,403574,437110,53.830241,-1.9471812
BD22 8LN,BD22 8LN,SE 03594 37148,403594,437148,53.830582,-1.9468769
BD22 8LP,BD22 8LP,SE 03600 37179,403600,437179,53.830861,-1.9467854
BD22 8LQ,BD22 8LQ,SE 03560 36980,403560,436980,53.829072,-1.9473954
BD22 8LR,BD22 8LR,SE 03608 37276,403608,437276,53.831733,-1.9466627
BD22 8LS,BD22 8LS,SE 03694 37004,403694,437004,53.829287,-1.9453592
BD22 8LT,BD22 8LT,SE 03636 37264,403636,437264,53.831625,-1.9462375
BD22 8LU,BD22 8LU,SE 03630 37260,403630,437260,53.831589,-1.9463287
BD22 8LX,BD22 8LX,SE 03619 37281,403619,437281,53.831777,-1.9464956
BD22 8LY,BD22 8LY,SE 03636 37300,403636,437300,53.831948,-1.946237
BD22 8NA,BD22 8NA,SE 03604 37346,403604,437346,53.832362,-1.9467227
BD22 8NB,BD22 8NB,SE 03592 37310,403592,437310,53.832038,-1.9469055
BD22 8ND,BD22 8ND,SE 03553 37311,403553,437311,53.832048,-1.947498
BD22 8NE,BD22 8NE,SE 03545 37315,403545,437315,53.832084,-1.9476195
BD22 8NF,BD22 8NF,SE 03528 37033,403528,437033,53.829549,-1.947881
BD22 8NG,BD22 8NG,SE 03503 37209,403503,437209,53.831131,-1.9482589
BD22 8NH,postcode not found,,,,,
BD22 8NJ,BD22 8NJ,SE 03472 37223,403472,437223,53.831257,-1.9487297
BD22 8NL,BD22 8NL,SE 03514 37097,403514,437097,53.830124,-1.948093
BD22 8NN,BD22 8NN,SE 03540 36987,403540,436987,53.829136,-1.9476992
BD22 8NP,postcode not found,,,,,
BD22 8NQ,BD22 8NQ,SE 03528 37278,403528,437278,53.831751,-1.9478782
BD22 8NR,BD22 8NR,SE 03540 37079,403540,437079,53.829962,-1.9476981
BD22 8NS,BD22 8NS,SE 03537 37076,403537,437076,53.829935,-1.9477437
BD22 8NT,BD22 8NT,SE 03526 37059,403526,437059,53.829783,-1.9479111
BD22 8NU,postcode not found,,,,,
BD22 8NW,BD22 8NW,SE 03546 37144,403546,437144,53.830547,-1.9476062
BD22 8NX,BD22 8NX,SE 03539 36903,403539,436903,53.828381,-1.9477153
BD22 8PA,BD22 8PA,SE 03474 36911,403474,436911,53.828453,-1.9487027
BD22 8PB,BD22 8PB,SE 03427 36921,403427,436921,53.828543,-1.9494167
BD22 8PD,BD22 8PD,SE 03364 36862,403364,436862,53.828013,-1.9503745
BD22 8PE,BD22 8PE,SE 03359 36918,403359,436918,53.828517,-1.9504498
BD22 8PF,BD22 8PF,SE 03304 36730,403304,436730,53.826827,-1.9512874
BD22 8PH,BD22 8PH,SE 03370 36906,403370,436906,53.828409,-1.9502828
BD22 8PJ,BD22 8PJ,SE 03316 36920,403316,436920,53.828535,-1.9511031
BD22 8PL,BD22 8PL,SE 03310 36871,403310,436871,53.828094,-1.9511948
BD22 8PN,postcode not found,,,,,
BD22 8PP,BD22 8PP,SE 03306 36810,403306,436810,53.827546,-1.9512562
BD22 8PQ,BD22 8PQ,SE 03364 36887,403364,436887,53.828238,-1.9503742
BD22 8PR,BD22 8PR,SE 03256 36814,403256,436814,53.827582,-1.9520157
BD22 8PS,BD22 8PS,SE 03241 36847,403241,436847,53.827879,-1.9522433
BD22 8PT,BD22 8PT,SE 03222 36790,403222,436790,53.827367,-1.9525325
BD22 8PU,BD22 8PU,SE 03233 36826,403233,436826,53.82769,-1.952365
BD22 8PW,postcode not found,,,,,
BD22 8PX,BD22 8PX,SE 03241 36895,403241,436895,53.828311,-1.9522428
BD22 8PY,BD22 8PY,SE 03196 36878,403196,436878,53.828158,-1.9529267
BD22 8QA,BD22 8QA,SE 03207 36825,403207,436825,53.827682,-1.9527601
BD22 8QB,BD22 8QB,SE 03212 36869,403212,436869,53.828077,-1.9526837
BD22 8QD,BD22 8QD,SE 03252 36917,403252,436917,53.828508,-1.9520755
BD22 8QE,BD22 8QE,SE 03316 36932,403316,436932,53.828643,-1.951103
BD22 8QF,BD22 8QF,SE 03786 37581,403786,437581,53.834473,-1.9439546
BD22 8QG,BD22 8QG,SE 03843 37604,403843,437604,53.834679,-1.9430882
BD22 8QH,BD22 8QH,SE 03380 37188,403380,437188,53.830943,-1.9501279
BD22 8QJ,BD22 8QJ,SE 03352 37138,403352,437138,53.830494,-1.9505539
BD22 8QL,BD22 8QL,SE 03233 37147,403233,437147,53.830576,-1.9523618
BD22 8QN,BD22 8QN,SE 03144 36849,403144,436849,53.827898,-1.953717
BD22 8QP,BD22 8QP,SE 02925 37580,402925,437580,53.834469,-1.9570375
BD22 8QQ,BD22 8QQ,SE 03402 37023,403402,437023,53.82946,-1.9497954
BD22 8QR,BD22 8QR,SE 02825 36975,402825,436975,53.829032,-1.9585623
BD22 8QS,BD22 8QS,SE 02724 36801,402724,436801,53.827468,-1.9600982
BD22 8QT,BD22 8QT,SE 02832 36576,402832,436576,53.825446,-1.9584595
BD22 8QU,BD22 8QU,SE 03772 37695,403772,437695,53.835497,-1.944166
BD22 8QW,BD22 8QW,SE 03374 37008,403374,437008,53.829325,-1.950221
BD22 8QX,BD22 8QX,SE 03346 37176,403346,437176,53.830835,-1.9506446
BD22 8RA,BD22 8RA,SE 03927 37573,403927,437573,53.8344,-1.9418122
BD22 8RB,BD22 8RB,SE 03966 37552,403966,437552,53.834211,-1.9412198
BD22 8RD,BD22 8RD,SE 03943 37674,403943,437674,53.835307,-1.9415678
BD22 8RE,BD22 8RE,SE 04033 37494,404033,437494,53.833689,-1.9402025
BD22 8RF,BD22 8RF,SE 03989 37749,403989,437749,53.835981,-1.9408679
BD22 8RG,postcode not found,,,,,
BD22 8RH,BD22 8RH,SE 03731 36963,403731,436963,53.828919,-1.9447976
BD22 8RJ,BD22 8RJ,SE 03739 37012,403739,437012,53.829359,-1.9446754
BD22 8RL,BD22 8RL,SE 03723 36848,403723,436848,53.827885,-1.9449205
BD22 8RN,BD22 8RN,SE 03654 36898,403654,436898,53.828335,-1.9459682
BD22 8RP,BD22 8RP,SE 03666 36922,403666,436922,53.82855,-1.9457856
BD22 8RQ,BD22 8RQ,SE 03838 37193,403838,437193,53.830985,-1.9431691
BD22 8RR,BD22 8RR,SE 04171 37628,404171,437628,53.834892,-1.9381039
BD22 8RS,BD22 8RS,SE 03778 36747,403778,436747,53.826977,-1.9440861
BD22 8RT,BD22 8RT,SE 03896 37840,403896,437840,53.8368,-1.9422799
BD22 8RU,BD22 8RU,SE 04016 37546,404016,437546,53.834156,-1.9404602
BD22 8RX,BD22 8RX,SE 03922 37558,403922,437558,53.834265,-1.9418883
BD22 8RY,BD22 8RY,SE 03921 37508,403921,437508,53.833816,-1.9419042
BD22 8RZ,BD22 8RZ,SE 03883 37495,403883,437495,53.833699,-1.9424817
BD22 8SA,BD22 8SA,SE 03859 37533,403859,437533,53.834041,-1.9428459
BD22 8SB,BD22 8SB,SE 03511 36695,403511,436695,53.826511,-1.948143
BD22 8SD,BD22 8SD,SE 03563 36696,403563,436696,53.82652,-1.947353
BD22 8SE,BD22 8SE,SE 03586 36631,403586,436631,53.825936,-1.9470043
BD22 8WR,postcode not found,,,,,
BD22 8WS,BD22 8WS,SE 05731 40995,405731,440995,53.86514,-1.914338
BD22 8WT,postcode not found,,,,,
BD22 8WU,postcode not found,,,,,
BD22 8WW,postcode not found,,,,,
BD22 8WX,postcode not found,,,,,
BD22 8WY,postcode not found,,,,,
BD22 8WZ,postcode not found,,,,,
BD22 8XA,postcode not found,,,,,
BD22 8YE,postcode not found,,,,,
BD22 8YF,postcode not found,,,,,
BD22 8YG,postcode not found,,,,,
BD22 8YH,postcode not found,,,,,
BD22 8YJ,postcode not found,,,,,
BD22 8YL,postcode not found,,,,,
BD22 8YN,postcode not found,,,,,
BD22 8YP,postcode not found,,,,,
BD22 8YQ,postcode not found,,,,,
BD22 8YR,postcode not found,,,,,
BD22 8YS,postcode not found,,,,,
BD22 8YT,postcode not found,,,,,
BD22 8YU,postcode not found,,,,,
BD22 8YW,postcode not found,,,,,
BD22 8YX,postcode not found,,,,,
BD22 8YY,postcode not found,,,,,
BD22 8YZ,postcode not found,,,,,
BD22 8ZY,postcode not found,,,,,
BD22 9AA,BD22 9AA,SE 05041 38239,405041,438239,53.840376,-1.9248744
BD22 9AB,BD22 9AB,SE 05060 38206,405060,438206,53.84008,-1.9245861
BD22 9AD,BD22 9AD,SE 04244 37624,404244,437624,53.834856,-1.9369947
BD22 9AE,BD22 9AE,SE 04855 38041,404855,438041,53.838598,-1.9277041
BD22 9AF,postcode not found,,,,,
BD22 9AG,BD22 9AG,SE 01984 35176,401984,435176,53.812866,-1.9713505
BD22 9AH,BD22 9AH,SE 04722 38082,404722,438082,53.838968,-1.9297246
BD22 9AJ,BD22 9AJ,SE 04786 38067,404786,438067,53.838833,-1.9287522
BD22 9AL,postcode not found,,,,,
BD22 9AN,postcode not found,,,,,
BD22 9AP,BD22 9AP,SE 04747 38006,404747,438006,53.838285,-1.9293458
BD22 9AQ,BD22 9AQ,SE 04770 38176,404770,438176,53.839813,-1.9289937
BD22 9AR,postcode not found,,,,,
BD22 9AS,postcode not found,,,,,
BD22 9AT,BD22 9AT,SE 04735 37911,404735,437911,53.837431,-1.9295296
BD22 9AU,BD22 9AU,SE 04720 37895,404720,437895,53.837287,-1.9297578
BD22 9AW,BD22 9AW,SE 04735 37928,404735,437928,53.837584,-1.9295293
BD22 9AX,BD22 9AX,SE 04715 37893,404715,437893,53.837269,-1.9298338
BD22 9AY,BD22 9AY,SE 04724 37865,404724,437865,53.837018,-1.9296974
BD22 9BA,BD22 9BA,SE 04699 37862,404699,437862,53.836991,-1.9300774
BD22 9BB,BD22 9BB,SE 04732 37851,404732,437851,53.836892,-1.9295761
BD22 9BD,BD22 9BD,SE 04668 37898,404668,437898,53.837315,-1.9305479
BD22 9BE,BD22 9BE,SE 04668 37898,404668,437898,53.837315,-1.9305479
BD22 9BG,BD22 9BG,SE 04633 37812,404633,437812,53.836542,-1.9310811
BD22 9BH,BD22 9BH,SE 04630 37801,404630,437801,53.836443,-1.9311268
BD22 9BJ,BD22 9BJ,SE 04615 37821,404615,437821,53.836623,-1.9313544
BD22 9BL,BD22 9BL,SE 04603 37754,404603,437754,53.836021,-1.9315378
BD22 9BN,BD22 9BN,SE 04698 37852,404698,437852,53.836901,-1.9300927
BD22 9BP,BD22 9BP,SE 04701 37817,404701,437817,53.836587,-1.9300477
BD22 9BQ,BD22 9BQ,SE 04650 37836,404650,437836,53.836758,-1.9308224
BD22 9BS,BD22 9BS,SE 04686 37798,404686,437798,53.836416,-1.9302759
BD22 9BT,BD22 9BT,SE 04633 37757,404633,437757,53.836048,-1.9310819
BD22 9BU,BD22 9BU,SE 04702 37613,404702,437613,53.834753,-1.9300355
BD22 9BW,BD22 9BW,SE 04865 37641,404865,437641,53.835003,-1.9275583
BD22 9BX,BD22 9BX,SE 04613 37615,404613,437615,53.834772,-1.9313878
BD22 9BY,BD22 9BY,SE 04614 37612,404614,437612,53.834745,-1.9313727
BD22 9BZ,BD22 9BZ,SE 04847 37727,404847,437727,53.835776,-1.9278305
BD22 9DA,BD22 9DA,SE 04628 37600,404628,437600,53.834637,-1.9311601
BD22 9DB,BD22 9DB,SE 04765 37707,404765,437707,53.835597,-1.9290768
BD22 9DD,BD22 9DD,SE 04824 37750,404824,437750,53.835983,-1.9281796
BD22 9DE,BD22 9DE,SE 04691 37528,404691,437528,53.833989,-1.9302039
BD22 9DF,BD22 9DF,SE 04729 37713,404729,437713,53.835652,-1.9296238
BD22 9DG,BD22 9DG,SE 04678 37715,404678,437715,53.83567,-1.9303987
BD22 9DH,BD22 9DH,SE 04586 37620,404586,437620,53.834817,-1.931798
BD22 9DJ,BD22 9DJ,SE 04595 37577,404595,437577,53.83443,-1.9316619
BD22 9DL,BD22 9DL,SE 04378 37666,404378,437666,53.835232,-1.934958
BD22 9DN,BD22 9DN,SE 04464 37705,404464,437705,53.835582,-1.9336506
BD22 9DP,BD22 9DP,SE 04489 37691,404489,437691,53.835456,-1.933271
BD22 9DQ,BD22 9DQ,SE 04740 37494,404740,437494,53.833683,-1.9294599
BD22 9DR,BD22 9DR,SE 04414 37810,404414,437810,53.836526,-1.9344089
BD22 9DS,BD22 9DS,SE 04467 37806,404467,437806,53.83649,-1.9336036
BD22 9DT,BD22 9DT,SE 04392 37790,404392,437790,53.836346,-1.9347435
BD22 9DU,BD22 9DU,SE 04465 37683,404465,437683,53.835384,-1.9336358
BD22 9DW,BD22 9DW,SE 04260 37653,404260,437653,53.835116,-1.9367512
BD22 9DX,BD22 9DX,SE 04486 37643,404486,437643,53.835024,-1.9333172
BD22 9DY,BD22 9DY,SE 04464 37640,404464,437640,53.834998,-1.9336516
BD22 9DZ,BD22 9DZ,SE 04464 37640,404464,437640,53.834998,-1.9336516
BD22 9EA,BD22 9EA,SE 04347 37604,404347,437604,53.834675,-1.9354299
BD22 9EB,BD22 9EB,SE 04407 37630,404407,437630,53.834908,-1.9345178
BD22 9ED,BD22 9ED,SE 04375 37654,404375,437654,53.835124,-1.9350037
BD22 9EE,BD22 9EE,SE 04403 37631,404403,437631,53.834917,-1.9345786
BD22 9EF,BD22 9EF,SE 04442 37636,404442,437636,53.834962,-1.9339859
BD22 9EG,BD22 9EG,SE 04171 37628,404171,437628,53.834892,-1.9381039
BD22 9EH,BD22 9EH,SE 04336 37608,404336,437608,53.834711,-1.935597
BD22 9EJ,BD22 9EJ,SE 04226 37614,404226,437614,53.834766,-1.9372684
BD22 9EL,BD22 9EL,SE 04191 37617,404191,437617,53.834793,-1.9378001
BD22 9EN,BD22 9EN,SE 04200 37805,404200,437805,53.836483,-1.9376609
BD22 9EP,BD22 9EP,SE 04135 37846,404135,437846,53.836852,-1.9386481
BD22 9EQ,BD22 9EQ,SE 04366 37616,404366,437616,53.834783,-1.935141
BD22 9ER,BD22 9ER,SE 04178 37710,404178,437710,53.835629,-1.9379964
BD22 9ES,BD22 9ES,SE 04079 37715,404079,437715,53.835675,-1.9395007
BD22 9ET,BD22 9ET,SE 04137 37671,404137,437671,53.835279,-1.93862
BD22 9EU,BD22 9EU,SE 04131 37670,404131,437670,53.83527,-1.9387112
BD22 9EW,BD22 9EW,SE 04227 37935,404227,437935,53.837651,-1.9372489
BD22 9EX,BD22 9EX,SE 04075 37624,404075,437624,53.834857,-1.9395627
BD22 9EY,BD22 9EY,SE 04148 37634,404148,437634,53.834946,-1.9384533
BD22 9EZ,BD22 9EZ,SE 04082 37750,404082,437750,53.835989,-1.9394547
BD22 9HA,BD22 9HA,SE 04292 37881,404292,437881,53.837165,-1.9362619
BD22 9HB,postcode not found,,,,,
BD22 9HD,BD22 9HD,SE 03361 34747,403361,434747,53.809004,-1.9504423
BD22 9HE,BD22 9HE,SE 04309 37791,404309,437791,53.836356,-1.9360047
BD22 9HF,BD22 9HF,SE 03420 34915,403420,434915,53.810513,-1.9495446
BD22 9HG,BD22 9HG,SE 03462 34678,403462,434678,53.808383,-1.9489093
BD22 9HH,BD22 9HH,SE 03694 35166,403694,435166,53.812767,-1.9453806
BD22 9HJ,BD22 9HJ,SE 03309 35220,403309,435220,53.813255,-1.9512271
BD22 9HL,BD22 9HL,SE 03470 34921,403470,434921,53.810567,-1.9487852
BD22 9HN,BD22 9HN,SE 03518 34709,403518,434709,53.808661,-1.9480586
BD22 9HP,BD22 9HP,SE 03445 34794,403445,434794,53.809426,-1.9491662
BD22 9HQ,BD22 9HQ,SE 03378 34947,403378,434947,53.810801,-1.9501821
BD22 9HR,BD22 9HR,SE 03435 34786,403435,434786,53.809354,-1.9493182
BD22 9HS,BD22 9HS,SE 03488 34514,403488,434514,53.806909,-1.9485163
BD22 9HT,postcode not found,,,,,
BD22 9HU,BD22 9HU,SE 03416 34699,403416,434699,53.808572,-1.9496076
BD22 9HW,BD22 9HW,SE 03385 34876,403385,434876,53.810163,-1.9500765
BD22 9HX,BD22 9HX,SE 03395 34683,403395,434683,53.808428,-1.9499267
BD22 9HY,BD22 9HY,SE 03414 34641,403414,434641,53.808051,-1.9496386
BD22 9HZ,BD22 9HZ,SE 03332 34945,403332,434945,53.810784,-1.9508807
BD22 9JA,BD22 9JA,SE 03387 34669,403387,434669,53.808302,-1.9500483
BD22 9JB,BD22 9JB,SE 03373 34699,403373,434699,53.808572,-1.9502606
BD22 9JD,BD22 9JD,SE 03334 34664,403334,434664,53.808258,-1.9508532
BD22 9JE,BD22 9JE,SE 03330 34549,403330,434549,53.807224,-1.9509152
BD22 9JF,BD22 9JF,SE 03392 34828,403392,434828,53.809732,-1.9499707
BD22 9JG,BD22 9JG,SE 03373 34860,403373,434860,53.810019,-1.9502589
BD22 9JH,BD22 9JH,SE 03264 34566,403264,434566,53.807377,-1.9519172
BD22 9JJ,BD22 9JJ,SE 03326 34970,403326,434970,53.811008,-1.9509715
BD22 9JL,BD22 9JL,SE 03327 35015,403327,435015,53.811413,-1.9509559
BD22 9JN,BD22 9JN,SE 03321 35053,403321,435053,53.811754,-1.9510466
BD22 9JP,BD22 9JP,SE 03238 35019,403238,435019,53.811449,-1.9523074
BD22 9JQ,BD22 9JQ,SE 03354 34718,403354,434718,53.808743,-1.9505489
